Dataset,Group,Model,Category,TNNT-Category,Possible,Actual,Wrong,Total,Error,Precision,Recall,Fm__PR,Fm_2PR,Fm_P2R,Undergeneration,Overgeneration,Substitution
"GUM","gs18","spacy_lg_model","GPE","tnnt:GPE",3467,306,3328.50,3512,0.947751,0.599673,0.052928,0.097270,0.195587,0.064731,0.924719,0.147059,0.703065
"GUM","nl5","nltk_model","GPE","tnnt:GPE",3757,372,3651.50,3830,0.953394,0.479839,0.047511,0.086462,0.170162,0.057955,0.920415,0.196237,0.596990
"GUM","ss4","bert_model","LOC","tnnt:FGL",2481,518,2250.50,2556,0.880477,0.589768,0.123136,0.203735,0.335493,0.146284,0.821443,0.144788,0.689616
"GUM","ss4","flair_model","LOC","tnnt:FGL",3820,537,3591.00,3903,0.920061,0.581006,0.081675,0.143218,0.261394,0.098628,0.881152,0.154562,0.687225
"GUM","gs18","flair_ontonotes_model","GPE","tnnt:GPE",3509,291,3357.50,3545,0.947109,0.644330,0.053434,0.098684,0.200621,0.065436,0.927330,0.123711,0.735294
"GUM","ss4","flair_fast_model","LOC","tnnt:FGL",3848,498,3617.50,3916,0.923774,0.599398,0.077573,0.137368,0.255565,0.093927,0.888254,0.136546,0.694186
"GUM","gs18","flair_fast_ontonotes_model","GPE","tnnt:GPE",3474,284,3326.00,3512,0.947039,0.654930,0.053541,0.098989,0.201735,0.065585,0.929188,0.133803,0.756098
"GUM","ss4","flair_pooled_model","LOC","tnnt:FGL",3867,498,3631.00,3934,0.922979,0.608434,0.078355,0.138832,0.258577,0.094889,0.888544,0.134538,0.703016
"GUM","ss4","allennlp_ner","LOC","tnnt:FGL",3812,559,3581.50,3901,0.918098,0.571556,0.083814,0.146191,0.264137,0.101063,0.876705,0.159213,0.679787
"GUM","bs3","polyglot_model","LOC","tnnt:FGL",2962,357,2792.50,3009,0.928049,0.606443,0.073093,0.130461,0.246583,0.088693,0.895341,0.131653,0.698387
"GUM","bs3","polyglot_model","ORG","tnnt:Organisation",2151,368,2135.00,2264,0.943021,0.350543,0.059972,0.102422,0.178029,0.071890,0.881450,0.307065,0.505882
"GUM","sc7","stanford_class7_model","ORGANIZATION","tnnt:Organisation",2882,381,2836.50,2985,0.950251,0.389764,0.051527,0.091021,0.168520,0.062348,0.903539,0.270341,0.534173
"GUM","ss4","stanford_class4_model","PERSON","tnnt:Person",5867,431,5662.00,5903,0.959173,0.559165,0.041077,0.076532,0.158741,0.050421,0.932674,0.083527,0.610127
"GUM","gs18","stanza_model","PERSON","tnnt:Person",5448,418,5209.00,5472,0.951937,0.629187,0.048275,0.089669,0.184691,0.059208,0.927680,0.057416,0.667513
"GUM","gs18","stanza_model","ORG","tnnt:Organisation",2459,398,2400.00,2570,0.933852,0.427136,0.069134,0.119006,0.209825,0.083056,0.883286,0.278894,0.592334
"GUM","gs18","spacy_sm_model","PERSON","tnnt:Person",2012,468,1800.00,2054,0.876339,0.542735,0.126243,0.204839,0.326982,0.149131,0.788270,0.089744,0.596244
"GUM","gs18","spacy_sm_model","ORG","tnnt:Organisation",1016,445,989.00,1151,0.859253,0.364045,0.159449,0.221766,0.289700,0.179641,0.694882,0.303371,0.522581
"GUM","gs18","spacy_lg_model","PERSON","tnnt:Person",5435,448,5213.50,5472,0.952760,0.577009,0.047562,0.087880,0.178843,0.058252,0.924379,0.082589,0.628954
"GUM","nl5","nltk_model","PERSON","tnnt:Person",6115,843,5848.00,6227,0.939136,0.449585,0.061979,0.108939,0.199747,0.074892,0.880458,0.132859,0.518468
"GUM","ss4","bert_model","ORG","tnnt:Organisation",1642,422,1617.00,1780,0.908427,0.386256,0.099269,0.157946,0.244745,0.116595,0.827040,0.327014,0.573944
"GUM","gs18","flair_ontonotes_model","PERSON","tnnt:Person",5509,370,5286.50,5528,0.956313,0.652703,0.043837,0.082157,0.172771,0.053892,0.936286,0.051351,0.688034
"GUM","gs18","flair_fast_ontonotes_model","PERSON","tnnt:Person",5424,378,5199.00,5442,0.955347,0.642857,0.044801,0.083764,0.175173,0.055042,0.933628,0.047619,0.675000
"GUM","ss4","flair_model","ORG","tnnt:Organisation",2569,396,2528.00,2688,0.940476,0.404040,0.062281,0.107926,0.192632,0.074963,0.892176,0.300505,0.577617
"GUM","ss4","flair_fast_model","ORG","tnnt:Organisation",2602,410,2574.00,2730,0.942857,0.380488,0.059954,0.103586,0.183876,0.072102,0.891622,0.312195,0.553191
"GUM","gs18","spacy_md_model","NORP","tnnt:NORP",4268,101,4256.00,4293,0.991381,0.366337,0.008669,0.016938,0.039598,0.010773,0.982193,0.247525,0.486842
"GUM","ss4","stanford_class4_model","MISC","tnnt:NPLLE",10499,244,10400.50,10522,0.988453,0.497951,0.011573,0.022619,0.052941,0.014382,0.978950,0.094262,0.549774
"GUM","bs3","stanford_class3_model","PERSON","tnnt:Person",6240,347,6051.50,6263,0.966230,0.609510,0.033894,0.064217,0.138634,0.041787,0.948077,0.066282,0.652778
"GUM","gs18","stanza_model","FAC","tnnt:FAC",3361,156,3283.50,3380,0.971450,0.618590,0.028712,0.054876,0.121079,0.035478,0.959238,0.121795,0.704380
"GUM","gs18","spacy_sm_model","FAC","tnnt:FAC",1142,91,1106.50,1159,0.954702,0.576923,0.045972,0.085158,0.174303,0.056343,0.935201,0.186813,0.709459
"GUM","gs18","spacy_md_model","PERSON","tnnt:Person",5497,466,5279.50,5540,0.952978,0.559013,0.047389,0.087372,0.176946,0.058007,0.923049,0.092275,0.615839
"GUM","gs18","spacy_md_model","FAC","tnnt:FAC",3365,108,3316.00,3380,0.981065,0.592593,0.019019,0.036856,0.084277,0.023585,0.972363,0.138889,0.688172
"GUM","gs18","spacy_md_model","WORK_OF_ART","tnnt:WorkOfArt",5680,38,5670.00,5686,0.997186,0.421053,0.002817,0.005596,0.013717,0.003515,0.994366,0.157895,0.500000
"GUM","gs18","spacy_lg_model","FAC","tnnt:FAC",3300,112,3251.50,3318,0.979958,0.593750,0.020152,0.038980,0.088714,0.024977,0.971515,0.160714,0.707447
"GUM","gs18","spacy_lg_model","WORK_OF_ART","tnnt:WorkOfArt",5644,63,5631.50,5657,0.995492,0.404762,0.004518,0.008936,0.021625,0.005632,0.991141,0.206349,0.510000
"GUM","ss4","flair_model","MISC","tnnt:NPLLE",10313,302,10192.50,10346,0.985163,0.508278,0.014884,0.028921,0.066617,0.018470,0.973916,0.109272,0.570632
"GUM","gs18","flair_ontonotes_model","FAC","tnnt:FAC",3385,157,3316.00,3411,0.972149,0.605096,0.028065,0.053642,0.118365,0.034679,0.961300,0.165605,0.725191
"GUM","ss4","flair_fast_model","MISC","tnnt:NPLLE",10401,315,10274.50,10437,0.984430,0.515873,0.015623,0.030328,0.069677,0.019383,0.973176,0.114286,0.582437
"GUM","gs18","flair_fast_ontonotes_model","FAC","tnnt:FAC",3349,146,3289.00,3374,0.974807,0.582192,0.025381,0.048641,0.108060,0.031384,0.963870,0.171233,0.702479
"GUM","gs18","stanza_model","LOC","tnnt:Location",1467,85,1433.50,1479,0.969236,0.535294,0.031016,0.058634,0.125899,0.038216,0.950239,0.141176,0.623288
"GUM","gs18","spacy_sm_model","LOC","tnnt:Location",596,79,576.50,613,0.940457,0.462025,0.061242,0.108148,0.200110,0.074097,0.895973,0.215190,0.588710
"GUM","gs18","spacy_md_model","LOC","tnnt:Location",1503,85,1475.00,1517,0.972314,0.494118,0.027944,0.052897,0.113945,0.034443,0.952761,0.164706,0.591549
"GUM","gs18","spacy_lg_model","LOC","tnnt:Location",1459,87,1431.50,1477,0.969194,0.522989,0.031186,0.058862,0.125899,0.038410,0.952707,0.206897,0.659420
"GUM","gs18","flair_ontonotes_model","LOC","tnnt:Location",1482,86,1453.00,1498,0.969960,0.523256,0.030364,0.057398,0.123220,0.037413,0.952767,0.186047,0.642857
"GUM","gs18","flair_fast_ontonotes_model","LOC","tnnt:Location",1459,94,1420.50,1472,0.965014,0.547872,0.035298,0.066323,0.140327,0.043423,0.944483,0.138298,0.635802
"GUM","ss4","bert_model","PER","tnnt:Person",3309,354,3097.50,3330,0.930180,0.656780,0.070263,0.126945,0.246032,0.085541,0.899365,0.059322,0.698198
"GUM","gs18","spacy_lg_model","ORG","tnnt:Organisation",2490,421,2459.50,2619,0.939099,0.378860,0.064056,0.109584,0.191064,0.076823,0.882731,0.306413,0.546233
"GUM","bs3","stanford_class3_model","ORGANIZATION","tnnt:Organisation",2823,292,2789.00,2904,0.960399,0.393836,0.040737,0.073836,0.144074,0.049637,0.925257,0.277397,0.545024
"GUM","gs18","stanza_model","NORP","tnnt:NORP",4251,100,4244.50,4280,0.991706,0.355000,0.008351,0.016318,0.038164,0.010378,0.983298,0.290000,0.500000
"GUM","gs18","spacy_sm_model","NORP","tnnt:NORP",1426,104,1413.50,1452,0.973485,0.370192,0.026999,0.050327,0.104506,0.033144,0.945302,0.250000,0.493590
"GUM","gs18","spacy_lg_model","NORP","tnnt:NORP",4229,94,4218.50,4254,0.991655,0.377660,0.008394,0.016424,0.038545,0.010435,0.983684,0.265957,0.514493
"GUM","gs18","flair_ontonotes_model","NORP","tnnt:NORP",4298,88,4286.50,4320,0.992245,0.380682,0.007794,0.015276,0.036022,0.009693,0.984644,0.250000,0.507576
"GUM","gs18","flair_fast_ontonotes_model","NORP","tnnt:NORP",4234,87,4221.50,4255,0.992127,0.385057,0.007912,0.015506,0.036556,0.009840,0.984412,0.241379,0.507576
"GUM","ss4","flair_pooled_model","MISC","tnnt:NPLLE",10455,302,10338.50,10492,0.985370,0.508278,0.014682,0.028540,0.065806,0.018221,0.974653,0.122517,0.579245
"GUM","ss4","allennlp_ner","MISC","tnnt:NPLLE",10419,511,10206.50,10477,0.974182,0.529354,0.025962,0.049497,0.108521,0.032060,0.956522,0.113503,0.597130
"GUM","gs18","spacy_md_model","LANGUAGE","tnnt:Language",3811,4,3810.50,3812,0.999607,0.375000,0.000394,0.000786,0.001960,0.000492,0.999213,0.250000,0.500000
"GUM","ss4","flair_pooled_model","PER","tnnt:Person",5842,384,5616.00,5864,0.957708,0.645833,0.042451,0.079666,0.168067,0.052206,0.938035,0.057292,0.685083
"GUM","ss4","allennlp_ner","PER","tnnt:Person",5732,381,5505.00,5751,0.957225,0.645669,0.042917,0.080484,0.169515,0.052769,0.936846,0.049869,0.679558
"GUM","sc7","stanford_class7_model","PERSON","tnnt:Person",6169,299,5999.50,6187,0.969695,0.627090,0.030394,0.057978,0.127291,0.037538,0.954450,0.060201,0.667260
"GUM","gs18","spacy_md_model","ORG","tnnt:Organisation",2521,422,2484.00,2646,0.938776,0.383886,0.064260,0.110092,0.192445,0.077099,0.882190,0.296209,0.545455
"GUM","gs18","flair_ontonotes_model","PRODUCT","tnnt:Product",8062,57,8037.50,8071,0.995849,0.587719,0.004155,0.008252,0.020205,0.005185,0.994046,0.157895,0.697917
"GUM","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation",2483,398,2423.00,2598,0.932640,0.439698,0.070479,0.121486,0.214724,0.084705,0.886025,0.288945,0.618375
"GUM","nl5","nltk_model","LOCATION","tnnt:Location",1532,21,1525.50,1535,0.993811,0.452381,0.006201,0.012234,0.029394,0.007725,0.988251,0.142857,0.527778
"GUM","gs18","stanza_model","PRODUCT","tnnt:Product",7994,72,7959.50,8002,0.994689,0.590278,0.005316,0.010538,0.025658,0.006631,0.991994,0.111111,0.664062
"GUM","gs18","stanza_model","WORK_OF_ART","tnnt:WorkOfArt",5712,53,5699.50,5721,0.996242,0.405660,0.003764,0.007459,0.018147,0.004694,0.992297,0.169811,0.488636
"GUM","gs18","stanza_model","LAW","tnnt:Law",5674,7,5671.50,5675,0.999383,0.500000,0.000617,0.001232,0.003069,0.000771,0.998943,0.142857,0.583333
"GUM","gs18","spacy_md_model","PRODUCT","tnnt:Product",8014,54,7999.50,8024,0.996947,0.453704,0.003057,0.006073,0.014885,0.003815,0.994510,0.185185,0.556818
"GUM","gs18","flair_ontonotes_model","ORG","tnnt:Organisation",2476,396,2413.50,2590,0.931853,0.445707,0.071284,0.122911,0.217365,0.085680,0.886107,0.287879,0.625887
"GUM","gs18","spacy_lg_model","PRODUCT","tnnt:Product",7887,46,7872.00,7896,0.996960,0.521739,0.003043,0.006051,0.014868,0.003798,0.995309,0.195652,0.648649
