Dataset,Group,Model,Category,TNNT-Category,Possible,Actual,Wrong,Total,Error,Precision,Recall,Fm__PR,Fm_2PR,Fm_P2R,Undergeneration,Overgeneration,Substitution
"feng","gs18","spacy_md_model","LANGUAGE","tnnt:Language",439,13,432.00,439,0.984055,0.538462,0.015945,0.030973,0.071283,0.019785,0.970387,0.000000,0.538462
"feng","gs18","spacy_lg_model","LANGUAGE","tnnt:Language",471,17,465.00,473,0.983087,0.470588,0.016985,0.032787,0.074212,0.021042,0.968153,0.117647,0.533333
"feng","gs18","spacy_sm_model","LAW","tnnt:Law",348,82,361.00,382,0.945026,0.256098,0.060345,0.097674,0.155325,0.071235,0.862069,0.414634,0.437500
"feng","gs18","spacy_lg_model","PRODUCT","tnnt:Product",536,149,587.00,605,0.970248,0.120805,0.033582,0.052555,0.079505,0.039250,0.850746,0.463087,0.225000
"feng","gs18","spacy_lg_model","WORK_OF_ART","tnnt:WorkOfArt",614,268,661.50,724,0.913674,0.233209,0.101792,0.141723,0.185350,0.114721,0.742671,0.410448,0.395570
"feng","gs18","spacy_md_model","TIME","tnnt:Time",45,45,45.00,45,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_sm_model","LANGUAGE","tnnt:Language",314,14,306.00,314,0.974522,0.571429,0.025478,0.048780,0.108108,0.031496,0.955414,0.000000,0.571429
"feng","gs18","spacy_sm_model","ORDINAL","tnnt:Ordinal",45,45,45.00,45,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_sm_model","TIME","tnnt:Time",55,55,55.00,55,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_lg_model","TIME","tnnt:Time",58,58,58.00,58,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_lg_model","CARDINAL","tnnt:Cardinal",129,129,129.00,129,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_lg_model","ORDINAL","tnnt:Ordinal",50,50,50.00,50,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_sm_model","MONEY","tnnt:Money",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_md_model","MONEY","tnnt:Money",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_lg_model","MONEY","tnnt:Money",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_md_model","QUANTITY","tnnt:Quantity",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_sm_model","QUANTITY","tnnt:Quantity",3,3,3.00,3,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","spacy_sm_model","PERCENT","tnnt:Percent",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"feng","gs18","spacy_md_model","PERCENT","tnnt:Percent",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"feng","gs18","spacy_lg_model","PERCENT","tnnt:Percent",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","sc7","stanford_class7_model","LOCATION","tnnt:FGL",12698,3859,10139.00,12769,0.794032,0.681524,0.207119,0.317690,0.467406,0.240618,0.701685,0.018399,0.694298
"feng","ss4","stanford_class4_model","LOCATION","tnnt:FGL",9589,3250,7370.50,9740,0.756725,0.729077,0.247106,0.369110,0.524481,0.284755,0.676817,0.046462,0.764601
"feng","bs3","stanford_class3_model","LOCATION","tnnt:FGL",12212,3761,9733.50,12361,0.787436,0.698617,0.215157,0.328993,0.482004,0.249720,0.704225,0.039617,0.727436
"feng","sc7","stanford_class7_model","ORGANIZATION","tnnt:Organisation",15420,5621,12687.00,15821,0.801909,0.557552,0.203243,0.297895,0.413413,0.232835,0.661479,0.071340,0.600383
"feng","bs3","stanford_class3_model","ORGANIZATION","tnnt:Organisation",13883,3439,11806.50,14059,0.839782,0.654987,0.162249,0.260074,0.407486,0.190984,0.764964,0.051178,0.690316
"feng","ss4","stanford_class4_model","PERSON","tnnt:Person",10851,6573,7251.50,11488,0.631224,0.644531,0.390425,0.486283,0.570296,0.423845,0.452954,0.096912,0.713696
"feng","ss4","stanford_class4_model","MISC","tnnt:NPLLE",2956,2557,2465.00,3452,0.714079,0.385999,0.333897,0.358063,0.374317,0.343161,0.302774,0.193977,0.478894
"feng","ss4","stanford_class4_model","ORGANIZATION","tnnt:Organisation",11385,3909,9237.00,11664,0.791924,0.620875,0.213175,0.317379,0.449095,0.245404,0.681159,0.071374,0.668595
"feng","sc7","stanford_class7_model","PERSON","tnnt:Person",11916,5615,8576.00,12370,0.693290,0.675690,0.318395,0.432833,0.551838,0.356050,0.566885,0.080855,0.735129
"feng","bs3","stanford_class3_model","PERSON","tnnt:Person",11679,5983,7995.00,12093,0.661126,0.684941,0.350886,0.464047,0.575384,0.388812,0.523161,0.069196,0.735859
"feng","sc7","stanford_class7_model","DATE","tnnt:Date",11373,1492,10298.00,11402,0.903175,0.739946,0.097072,0.171628,0.318321,0.117487,0.871362,0.019437,0.754614
"feng","sc7","stanford_class7_model","MONEY","tnnt:Money",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"feng","sc7","stanford_class7_model","PERCENT","tnnt:Percent",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"feng","sc7","stanford_class7_model","TIME","tnnt:Time",8,8,8.00,8,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","ss4","allennlp_ner","PER","tnnt:Person",12656,6824,8133.00,13081,0.621741,0.725088,0.390961,0.508008,0.619243,0.430650,0.494390,0.062280,0.773246
"feng","ss4","allennlp_ner","MISC","tnnt:NPLLE",3056,3126,2447.00,3650,0.670411,0.384837,0.393652,0.389194,0.386568,0.391857,0.171466,0.190019,0.475118
"feng","ss4","allennlp_ner","ORG","tnnt:Organisation",11415,3797,8983.50,11655,0.770785,0.703582,0.234034,0.351236,0.502105,0.270083,0.688392,0.063208,0.751054
"feng","ss4","allennlp_ner","LOC","tnnt:FGL",9191,4267,5880.00,9351,0.628810,0.813452,0.377652,0.515827,0.660916,0.422973,0.553150,0.037497,0.845142
"feng","gs18","allennlp-finegrained-ner","PERSON","tnnt:Person",9567,4621,6546.00,9845,0.664906,0.713915,0.344831,0.465041,0.588036,0.384597,0.546044,0.060160,0.759613
"feng","gs18","allennlp-finegrained-ner","ORG","tnnt:Organisation",7193,2899,5488.50,7315,0.750308,0.630045,0.253927,0.361970,0.486056,0.288355,0.613930,0.042083,0.657724
"feng","gs18","allennlp-finegrained-ner","NORP","tnnt:NORP",1028,1011,615.00,1142,0.538529,0.521266,0.512646,0.516920,0.519519,0.514347,0.127432,0.112760,0.587514
"feng","gs18","allennlp-finegrained-ner","GPE","tnnt:GPE",6584,2870,4447.50,6671,0.666692,0.774739,0.337713,0.470383,0.615451,0.380658,0.577309,0.030314,0.798958
"feng","gs18","allennlp-finegrained-ner","CARDINAL","tnnt:Cardinal",178,178,178.00,178,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","allennlp-finegrained-ner","LOC","tnnt:Location",252,252,252.00,252,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","allennlp-finegrained-ner","PRODUCT","tnnt:Product",285,113,301.00,330,0.912121,0.256637,0.101754,0.145729,0.196744,0.115722,0.761404,0.398230,0.426471
"feng","gs18","allennlp-finegrained-ner","WORK_OF_ART","tnnt:WorkOfArt",297,134,313.50,351,0.893162,0.279851,0.126263,0.174014,0.225090,0.141831,0.730640,0.402985,0.468750
"feng","gs18","allennlp-finegrained-ner","DATE","tnnt:Date",4473,2849,2704.00,4585,0.589749,0.660232,0.420523,0.513794,0.592665,0.453450,0.388106,0.039312,0.687249
"feng","gs18","allennlp-finegrained-ner","QUANTITY","tnnt:Quantity",117,117,117.00,117,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","allennlp-finegrained-ner","LANGUAGE","tnnt:Language",231,15,222.50,232,0.959052,0.633333,0.041126,0.077236,0.163230,0.050586,0.939394,0.066667,0.678571
"feng","gs18","allennlp-finegrained-ner","FAC","tnnt:FAC",343,206,388.50,423,0.918440,0.167476,0.100583,0.125683,0.147815,0.109316,0.632653,0.388350,0.273810
"feng","gs18","allennlp-finegrained-ner","EVENT","tnnt:Event",318,241,298.50,391,0.763427,0.383817,0.290881,0.330948,0.360764,0.305684,0.471698,0.302905,0.550595
"feng","gs18","allennlp-finegrained-ner","LAW","tnnt:Law",279,99,287.50,316,0.909810,0.287879,0.102151,0.150794,0.211111,0.117284,0.777778,0.373737,0.459677
"feng","gs18","allennlp-finegrained-ner","TIME","tnnt:Time",69,69,69.00,69,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"feng","gs18","allennlp-finegrained-ner","PERCENT","tnnt:Percent",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"feng","gs18","allennlp-finegrained-ner","MONEY","tnnt:Money",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"feng","gs18","allennlp-finegrained-ner","ORDINAL","tnnt:Ordinal",49,49,49.00,49,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
